id,first_name,last_name,position,age,year,state,country,stars,height,shooting2,shooting3,finishing,free_throw,ballwork,rebounding,defense,interior_defense,perimeter_defense,potential,potential_grade,pro_potential_grade,stamina,playtime_expectations,minutes,overall,personality,free_agency,recruiting_bias,work_ethic,academic_bias,player_id,team_id,team_abbr,college_id,college,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,prime_age,is_nba,max_requested,is_super_max_qualified,is_free_agent,is_g_league,is_two_way,is_waived,is_on_trade_block,is_first_team_anba,is_dpoy,is_mvp,is_international,is_retiring,position_one,position_two,position_three,position1_minutes,position2_minutes,position3_minutes,inside_percentage,mid_percentage,three_point_percentage,created_at,updated_at,deleted_at,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,drafted_round,previous_team_id,previous_team,is_accepting_offers,is_negotiating,minimum_value,signing_round,negotiation_round,archetype,inside_proportion,mid_range_proportion,three_point_proportion,p1_minutes,p2_minutes,p3_minutes,recruiting_bias_value,has_progressed,rejections,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,notes,relative_type,is_int_generated,is_int_declared
632,Richard,Dede,SF,26,3,,Hungary,2,6-7,7,13,10,9,8,11,0,14,14,26,A,78,38,7,0,52,Average,Average,Average,Average,"Frequent visits to the principal",632,0,FA,11,BALL,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,1,1,PF,SF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:02.282","2025-04-30 15:22:10.131",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,6,5,"Pure Defender",0,0,0,0,0,0,,1,0,7,10,0,,,0,0,0,,0,0,0
684,Daryl,Aman,C,26,3,Washington,USA,2,6-9,6,5,10,5,9,12,0,21,20,41,A+,95,42,13,0,56,Popular,Average,Average,Average,Average,684,0,FA,15,BGSU,0,0,0,,27,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:06.569","2025-04-30 15:22:19.678",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,4,3,"Stretch Bigs",0,0,0,0,0,0,,1,0,10,9,0,,,0,0,0,,0,0,0
685,Warren,Simpson,PF,26,3,Missouri,USA,1,6-5,14,4,15,10,4,15,0,10,9,41,A+,91,48,19,0,52,Motivational,Average,Average,Quiet,Average,685,0,FA,15,BGSU,0,0,0,,26,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:06.850","2025-04-30 14:49:21.829",NULL,1,0,0,1,0,0,0,1,0,0,0,,1,0,0.7,7,6,"Pure Defender",0,0,0,0,0,0,,1,0,12,8,0,,,0,0,0,,0,0,0
697,William,Yang,PG,26,3,,China,3,5-11,20,19,7,20,16,5,0,7,11,30,B,60,46,12,0,56,Average,Average,"Is going to school mainly for academics",Average,Average,697,0,FA,16,BUFF,0,0,0,,27,1,0,0,1,0,0,0,0,0,0,0,1,1,SG,PG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:08.600","2025-04-30 15:22:23.358",NULL,0,0,1,1,0,1,1,0,0,0,0,,1,0,0.7,7,6,"Defensive Dawg",0,0,0,0,0,0,,1,0,10,17,0,,,0,0,0,,0,0,0
737,Todd,Savage,SG,26,3,"New York",USA,2,5-10,13,20,13,9,19,4,0,7,9,29,C+,49,34,21,0,58,Average,Average,Average,Average,Average,737,0,FA,19,CMU,0,0,0,,29,1,0,0,1,0,0,0,0,0,0,0,1,1,SF,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:11.467","2025-04-30 14:56:42.254",NULL,0,1,0,0,1,0,0,0,0,0,0,,1,0,0.7,5,4,"Dunk Specialist",0,0,0,0,0,0,,1,0,12,17,0,,,0,0,0,,0,0,0
762,James,Phillips,C,26,3,,Algeria,2,7-1,5,6,16,5,1,14,0,19,18,31,A,71,43,18,0,54,Average,Average,Average,Average,"Didn't come here to play school",762,0,FA,21,CINC,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:12.903","2025-04-30 15:22:35.908",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,5,4,"Stretch Bigs",0,0,0,0,0,0,,1,0,4,18,0,,,0,0,0,,0,0,0
774,William,Kassahn,C,26,3,"New York",USA,3,6-10,7,4,17,9,6,20,0,8,13,34,A+,92,39,13,0,59,Average,Average,"Prefers to play with former teammates",Average,"Didn't come here to play school",774,0,FA,22,CLEM,0,0,0,,30,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:13.464","2025-04-30 15:22:39.497",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,7,6,"Rim Protector",0,0,0,0,0,0,,1,0,5,19,0,,,0,0,0,,0,0,0
806,Errol,Schoolfield,C,26,3,Virginia,USA,1,6-10,1,13,12,4,3,12,0,13,12,34,A,74,41,14,0,45,Average,Average,Average,Average,"Values academics",806,0,FA,25,CSU,0,0,0,,26,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:15.505","2025-04-30 15:22:44.319",NULL,0,0,0,1,0,1,1,0,0,0,0,,1,0,0.7,5,4,"Rim Protector",0,0,0,0,0,0,,1,0,15,6,0,,,0,0,0,,0,0,0
812,Thomas,Zeoli,PF,26,3,,Croatia,1,6-5,14,3,14,18,9,14,0,7,7,39,A-,69,33,10,0,55,Average,Average,Average,Loud,Average,812,0,FA,26,DUKE,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:16.365","2025-04-30 14:49:46.896",NULL,1,0,1,0,0,1,0,0,0,0,0,,1,0,0.7,7,6,,0,0,0,0,0,0,,1,0,9,18,0,,,0,0,0,,0,0,0
824,Willie,Ford,PF,26,3,Virginia,USA,2,6-8,10,7,12,9,4,17,0,7,13,31,A+,79,41,14,0,51,Average,Average,Legacy,Average,"Sits at the back of the class",824,0,FA,27,ECU,0,0,0,,29,1,0,0,1,0,0,0,0,0,0,0,1,1,SF,PF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:17.500","2025-04-30 15:22:46.099",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,6,5,"Pure Defender",0,0,0,0,0,0,,1,0,10,11,0,,,0,0,0,,0,0,0
837,James,Flynn,SG,26,3,Kentucky,USA,2,6-1,13,18,11,13,14,8,0,6,4,26,C,32,42,16,0,52,Cooperative,Average,"Prefers to play for a national championship contender",Average,Average,837,0,FA,28,EMU,0,0,0,,27,1,0,0,1,0,0,0,0,0,0,0,1,1,PG,SG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:18.656","2025-04-30 15:22:47.903",NULL,1,0,0,0,0,1,0,1,0,0,0,,1,0,0.7,6,5,"Defensive Dawg",0,0,0,0,0,0,,1,0,11,10,0,,,0,0,0,,0,0,0
876,Thomas,Schatz,SF,26,3,California,USA,1,6-7,15,9,14,14,3,12,0,10,13,29,A+,93,41,8,0,52,Average,Average,Average,Average,Average,876,0,FA,31,FAU,0,0,0,,29,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:21.876","2025-04-30 14:48:39.152",NULL,0,0,0,0,0,1,0,1,0,0,0,,1,0,0.7,5,4,"Pure Defender",0,0,0,0,0,0,,1,0,7,6,0,,,0,0,0,,0,0,0
966,Daniel,Wedmore,C,26,3,,Greece,2,6-10,7,6,17,6,7,10,0,19,20,34,D+,22,39,17,0,59,Average,Average,Average,Hard-working,"Less likely to get academic probation",966,0,FA,38,HAWI,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:27.334","2025-04-30 15:23:08.180",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,7,6,"Rim Protector",0,0,0,0,0,0,,1,0,17,11,0,,,0,0,0,,0,0,0
979,Gregory,Koster,C,26,3,,Estonia,3,7-1,9,9,19,5,5,16,0,8,17,25,A+,96,41,15,0,59,Focused,Average,Average,Average,"Borderline failing",979,0,FA,39,UHOU,0,0,0,,30,1,0,0,1,0,0,0,0,0,0,0,1,1,C,PF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:28.182","2025-04-30 15:23:10.572",NULL,0,0,0,0,1,0,0,0,0,0,0,,1,0,0.7,4,3,"Rim Protector",0,0,0,0,0,0,,1,0,11,9,0,,,0,0,0,,0,0,0
992,Eric,Noble,PG,26,3,,Ukraine,2,5-10,13,14,15,10,14,5,0,10,12,29,A+,89,42,20,0,57,Average,Average,"Prefers to be close to home","Skips Leg Day",Average,992,0,FA,40,ILLI,0,0,0,,30,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:29.393","2025-04-30 14:56:17.737",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,6,5,"Floor General",0,0,0,0,0,0,,1,0,8,11,0,,,0,0,0,,0,0,0
1037,Brandon,Rodriguez,PF,26,3,Alabama,USA,2,6-7,14,3,20,12,8,12,0,3,10,30,A+,97,37,8,0,55,Average,Average,"Prefers to play with former teammates",Average,Average,1037,0,FA,45,KSST,0,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,1,1,SF,PF,C,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:31.983","2025-04-30 15:23:21.649",NULL,0,0,0,0,0,0,0,1,0,0,0,,1,0,0.7,5,4,,0,0,0,0,0,0,,1,0,13,15,0,,,0,0,0,,0,0,0
1063,Lawrence,Bennett,C,26,3,"District of Columbia",USA,1,7-1,5,2,11,6,13,17,0,14,15,42,A,71,45,10,0,59,Average,Average,Average,"Working-Class mentality",Average,1063,0,FA,47,UKEN,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:34.006","2025-04-30 15:23:25.260",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,6,5,"Rim Protector",0,0,0,0,0,0,,1,0,7,7,0,,,0,0,0,,0,0,0
1091,Jeffrey,Tice,SG,26,3,Alabama,USA,3,5-11,21,12,5,19,22,11,0,4,1,36,A+,88,41,20,0,57,Average,Average,Average,Loud,Average,1091,0,FA,49,ULL,0,0,0,,29,1,0,0,1,0,0,0,0,0,0,0,1,1,SG,SF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:35.738","2025-04-30 15:23:32.844",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,6,5,"Mid-Range Magician",0,0,0,0,0,0,,1,0,11,11,0,,,0,0,0,,0,0,0
1137,Hugo,Eakins,C,26,3,Guam,USA,3,7-1,6,11,13,4,5,12,0,15,20,26,B,49,39,20,0,54,Average,Average,"Prefers to play for an up-and-coming team",Average,Average,1137,0,FA,53,LSU,0,0,0,,27,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:39.818","2025-04-30 15:23:39.369",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,6,5,"Stretch Bigs",0,0,0,0,0,0,,1,0,11,8,0,,,0,0,0,,0,0,0
1149,Michael,Kearns,C,26,3,Missouri,USA,2,6-11,2,7,14,6,5,16,0,18,19,28,C,44,36,9,0,58,Average,Average,Average,Hard-working,"Studies hard",1149,0,FA,54,MRSH,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:40.377","2025-04-30 15:23:41.755",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,7,6,"Stretch Bigs",0,0,0,0,0,0,,1,0,9,12,0,,,0,0,0,,0,0,0
1178,Nathan,Francis,PG,26,3,Mississippi,USA,2,6-2,22,17,9,17,14,7,0,6,8,40,B,60,48,16,0,55,Average,Average,Average,Average,Distracted,1178,0,FA,57,MIAF,0,0,0,,27,1,0,0,1,0,0,0,0,0,0,0,1,1,SG,SG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:42.108","2025-04-30 15:23:47.725",NULL,1,0,0,0,1,1,1,1,0,0,0,,1,0,0.7,6,5,"Mid-Range Magician",0,0,0,0,0,0,,1,0,16,8,0,,,0,0,0,,0,0,0
1204,Richard,Wiggins,C,26,3,,Guinea,1,6-9,3,2,14,2,5,21,0,17,15,30,B+,60,45,8,0,58,Irrational,Average,"Prefers to play for a team where he can start immediately",Average,Average,1204,0,FA,59,MICH,0,0,0,,29,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:43.566","2025-04-30 15:23:52.562",NULL,0,0,0,0,1,1,1,1,0,0,0,,1,0,0.7,5,4,"Rim Protector",0,0,0,0,0,0,,1,0,8,13,0,,,0,0,0,,0,0,0
1206,Richard,Romero,C,26,3,Connecticut,USA,2,7-1,7,10,9,6,12,14,0,13,14,44,A+,91,33,7,0,55,Popular,Average,Average,Average,"Naturally book smart",1206,0,FA,59,MICH,0,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:44.130","2025-04-30 15:23:53.760",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,6,5,"Stretch Bigs",0,0,0,0,0,0,,1,0,9,9,0,,,0,0,0,,0,0,0
1282,Nicholas,Stafford,PG,26,3,,Greece,2,5-10,19,17,11,18,9,6,0,10,7,28,A-,62,42,10,0,52,Average,Average,Average,Loud,Average,1282,0,FA,65,NAVY,0,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,1,1,PG,SG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:48.440","2025-04-30 15:24:07.536",NULL,0,0,0,0,1,1,1,0,0,0,0,,1,0,0.7,4,3,"Floor General",0,0,0,0,0,0,,1,0,8,7,0,,,0,0,0,,0,0,0
1308,Stephen,Chalfant,SG,26,3,Georgia,USA,2,5-10,19,12,7,21,15,6,0,3,1,26,B-,63,38,7,0,47,Tough,Average,Average,Average,Average,1308,0,FA,0,NEBR,0,0,0,,29,1,0,0,1,0,0,0,0,0,0,0,1,1,SF,SG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:50.733","2025-04-30 15:24:11.704",NULL,0,0,0,1,0,1,0,0,0,0,0,,1,0,0.7,7,6,"Mid-Range Magician",0,0,0,0,0,0,,1,0,9,3,0,,,0,0,0,,0,0,0
1338,Peter,Lam,PF,26,3,,China,3,6-6,8,1,18,4,13,11,0,11,12,29,C+,41,42,20,0,57,Cooperative,Average,Average,Average,"Sits at the back of the class",1338,0,FA,70,NMSU,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:52.746","2025-04-30 14:53:13.036",NULL,0,1,0,0,0,0,1,0,0,0,0,,1,0,0.7,4,3,"Two-Way Wing",0,0,0,0,0,0,,1,0,8,9,0,,,0,0,0,,0,0,0
1365,Kurt,Fields,SG,26,3,Utah,USA,2,5-10,18,15,5,21,21,6,0,6,11,37,F,15,37,17,0,58,Selfish,Average,"Is going to school mainly for academics",Average,Average,1365,0,FA,72,UNT,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,1,1,PG,SG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:55.018","2025-04-30 15:24:21.199",NULL,0,1,0,0,1,0,0,1,0,0,0,,1,0,0.7,6,5,3-and-D,0,0,0,0,0,0,,1,0,5,8,0,,,0,0,0,,0,0,0
1390,Richard,Mcdaniel,PF,26,3,Hawaii,USA,1,6-6,12,6,13,13,8,14,0,10,11,31,D,15,42,20,0,55,Average,Average,Average,Average,Average,1390,0,FA,74,NW,0,0,0,,26,1,0,0,1,0,0,0,0,0,0,0,1,1,SF,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:54:56.802","2025-04-30 15:24:27.118",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,7,6,"Pure Defender",0,0,0,0,0,0,,1,0,11,12,0,,,0,0,0,,0,0,0
1514,Alfonso,Alejandro,PF,26,3,"North Carolina",USA,2,6-7,17,1,18,16,8,8,0,7,11,42,C-,38,33,19,0,54,Average,Average,Average,"Working-Class mentality",Average,1514,0,FA,84,PNST,0,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,1,1,SF,PF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:05.582","2025-04-30 15:24:46.783",NULL,1,1,0,1,1,0,0,0,0,0,0,,1,0,0.7,5,4,"Point Forward",0,0,0,0,0,0,,1,0,15,17,0,,,0,0,0,,0,0,0
1528,Paramjit,Bui,PG,26,3,Kansas,USA,1,6-3,19,18,8,20,16,7,0,4,0,39,C,27,35,12,0,52,Relaxed,Average,Average,Average,Average,1528,0,FA,85,PITT,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,1,1,PG,SG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:06.987","2025-04-30 15:24:50.324",NULL,0,1,0,1,1,0,0,1,0,0,0,,1,0,0.7,7,6,"Floor General",0,0,0,0,0,0,,1,0,9,10,0,,,0,0,0,,0,0,0
1529,Robert,Belyeu,PG,26,3,Maine,USA,1,6-4,16,20,13,14,23,0,0,5,6,44,A,87,38,14,0,57,Average,Average,"Prefers to play for a national championship contender","Skips Leg Day",Average,1529,0,FA,85,PITT,0,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,1,1,PG,SG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:07.284","2025-04-30 15:24:50.976",NULL,0,0,1,0,1,0,1,0,0,0,0,,1,0,0.7,4,3,"Floor General",0,0,0,0,0,0,,1,0,13,5,0,,,0,0,0,,0,0,0
1569,John,Chacko,PF,26,3,Nebraska,USA,1,6-5,7,10,12,7,7,16,0,6,8,34,A+,95,44,18,0,50,Average,Average,"Is going to school mainly for academics",Average,Average,1569,0,FA,89,SDSU,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,1,1,C,PF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:09.014","2025-04-30 15:24:57.632",NULL,0,1,0,0,1,0,1,0,0,0,0,,1,0,0.7,4,3,"Two-Way Wing",0,0,0,0,0,0,,1,0,17,14,0,,,0,0,0,,0,0,0
1595,Scott,Gibbs,PF,26,3,,Ukraine,2,6-6,9,4,14,12,8,8,0,10,14,27,D+,29,41,15,0,50,Flamboyant,Average,Average,"Streams too much","More likely to get academic probation",1595,0,FA,91,SMU,0,0,0,,27,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:11.326","2025-04-30 14:49:34.910",NULL,0,0,1,1,0,0,0,0,0,0,0,,1,0,0.7,5,4,"Pure Defender",0,0,0,0,0,0,,1,0,17,16,0,,,0,0,0,,0,0,0
1722,Timothy,Oloughlin,PG,26,3,,Montenegro,2,5-10,14,20,5,16,10,10,0,4,12,32,B+,56,37,7,0,49,Perfectionist,Average,Average,Average,"Wants to finish degree",1722,0,FA,102,TAMU,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:19.366","2025-04-30 14:50:15.202",NULL,0,1,0,1,1,0,0,0,0,0,0,,1,0,0.7,7,6,"Mid-Range Magician",0,0,0,0,0,0,,1,0,15,10,0,,,0,0,0,,0,0,0
1724,Hang,Huynh,C,26,3,,India,2,7-0,11,13,12,12,5,10,0,20,20,45,C+,45,38,12,0,59,Motivation,Average,"Prefers to play for a national championship contender",Average,"More likely to get academic probation",1724,0,FA,102,TAMU,0,0,0,,26,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:19.932","2025-04-30 15:25:25.066",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,6,5,"Rim Protector",0,0,0,0,0,0,,1,0,12,14,0,,,0,0,0,,0,0,0
